།_  དེ  བཞིན 	ཐུན་མོང 	མ་ཡིན་པ 	ལ 	བསྟོད་པ 	།_ 	དེ 	བཞིན 	གཤེགས་པ 	ཐམས་ཅད་ལ 	ཕྱག 	འཚལ་ལོ 	bstod tshogs ka_.txt	ཐུན་མོང  མ་ཡིན་པ  ལ  བསྟོད་པ  །_  དེ  བཞིན  གཤེགས་པ  ཐམས་ཅད་ལ  ཕྱག  འཚལ་ལོ 
 དེ ་ལ 						དེ	་ལ 	རྟག་ཏུ 	བདག 	ཕྱག་འཚལ 	།_། 	bstod tshogs ka_.txt	     དེ ་ལ  རྟག་ཏུ  བདག  ཕྱག་འཚལ  །_། 
འོས་པ  དེ ་དག་ཀྱང་གང 	དངོས་གྲུབ 	གསོལ་བ 	གདབ་པ 	-ར 	འོས་པ 	དེ	་དག་ཀྱང་གང 	ཞེ་ན 	།_ 	གང 	དག 	bstod tshogs ka_.txt	དངོས་གྲུབ  གསོལ་བ  གདབ་པ  -ར  འོས་པ  དེ ་དག་ཀྱང་གང  ཞེ་ན  །_  གང  དག 
།_  དེ འི 	བ 	-འི 	འབྲས་བུ་གཉིས 	བྱེད་པ 	།_ 	དེ	འི 	རྗེས་སུ 	མཐུན་པ 	-འི 	ཡོན་ཏན་དང 	bstod tshogs ka_.txt	བ  -འི  འབྲས་བུ་གཉིས  བྱེད་པ  །_  དེ འི  རྗེས་སུ  མཐུན་པ  -འི  ཡོན་ཏན་དང 
 དེ  །_ 						དེ 	།_ 	རང 	རྒྱལ་བ 	དག 	བཞིན་ནོ 	bstod tshogs ka_.txt	     དེ  །_  རང  རྒྱལ་བ  དག  བཞིན་ནོ 
གལ་ཏེ  དེ  -འི 	རྗེ 	ཆེན་པོ་དང 	ལྡན་དུ 	ཟིན་ཀྱང 	གལ་ཏེ 	དེ 	-འི 	འབྲས་བུ་དང 	མཐུན་པ 	-འི 	ཡོན་ཏན་དང 	bstod tshogs ka_.txt	རྗེ  ཆེན་པོ་དང  ལྡན་དུ  ཟིན་ཀྱང  གལ་ཏེ  དེ  -འི  འབྲས་བུ་དང  མཐུན་པ  -འི  ཡོན་ཏན་དང 
བྱེད་ན  དེ  -འི 	།_ 	ཕན་པ 	བསྒྲུབ་པ 	མི 	བྱེད་ན 	དེ 	-འི 	ཚེ 	གསོལ་བ 	གདབ་པ 	-འི 	bstod tshogs ka_.txt	།_  ཕན་པ  བསྒྲུབ་པ  མི  བྱེད་ན  དེ  -འི  ཚེ  གསོལ་བ  གདབ་པ  -འི 
།_།  དེ  བས་ན 	འདེབས་པ 	-ར 	མི 	བྱེད་དོ 	།_། 	དེ 	བས་ན 	ཡོངས་སུ 	དག་པ 	-འི 	བདག་ཉིད 	bstod tshogs ka_.txt	འདེབས་པ  -ར  མི  བྱེད་དོ  །_།  དེ  བས་ན  ཡོངས་སུ  དག་པ  -འི  བདག་ཉིད 
།_  དེ ་ནི 	ཚིག 	རྣམ་པ 	-ར 	དབྱེ་བ་ནི 	།_ 	དེ	་ནི 	མཉམ་པ 	མེད་པ 	-འང་ཡིན་ལ 	མི་གཡོ་བ 	bstod tshogs ka_.txt	ཚིག  རྣམ་པ  -ར  དབྱེ་བ་ནི  །_  དེ ་ནི  མཉམ་པ  མེད་པ  -འང་ཡིན་ལ  མི་གཡོ་བ 
།_།  དེ ་ནི 	-ས 	མཉམ་མེད 	མི 	གཡོ་བའོ 	།_། 	དེ	་ནི 	མཉམ་པ 	མེད་པ་དང 	མི་གཡོ་བ 	-འང་ཡིན་ལ 	bstod tshogs ka_.txt	-ས  མཉམ་མེད  མི  གཡོ་བའོ  །_།  དེ ་ནི  མཉམ་པ  མེད་པ་དང  མི་གཡོ་བ  -འང་ཡིན་ལ 
 དེ ་སྐད་ཅེས 	མཉམ་པ 	ཉིད་ཀྱང 	ཡིན་པ 	-ས 		དེ	་སྐད་ཅེས 	བྱ་སྟེ 	།_ 	མཉམ་པ 	ཉིད 	bstod tshogs ka_.txt	མཉམ་པ  ཉིད་ཀྱང  ཡིན་པ  -ས   དེ ་སྐད་ཅེས  བྱ་སྟེ  །_  མཉམ་པ  ཉིད 
 དེ ་ཉིད 	དེ་ལྟ 	བུ 				དེ	་ཉིད 	མཆོག 	ཆོས་ཡིན་ནོ 	།_། 	དེ 	bstod tshogs ka_.txt	དེ་ལྟ  བུ     དེ ་ཉིད  མཆོག  ཆོས་ཡིན་ནོ  །_།  དེ 
 དེ ་སྐད་ཅེས 	གང་དག་ལ 	ཡོད་པ 	དེ་དག་ལ 			དེ	་སྐད་ཅེས 	བྱ་སྟེ 	།_ 	འདིས་ནི 	དེ་བཞིན 	bstod tshogs ka_.txt	གང་དག་ལ  ཡོད་པ  དེ་དག་ལ    དེ ་སྐད་ཅེས  བྱ་སྟེ  །_  འདིས་ནི  དེ་བཞིན 
 དེ ་བཞིན 	གཤེགས་པ 	རྣམས་ཀྱི 				དེ	་བཞིན 	ཉིད་ཀྱི 	ཆོས་ཀྱི 	སྐུ 	ཉིད 	bstod tshogs ka_.txt	གཤེགས་པ  རྣམས་ཀྱི     དེ ་བཞིན  ཉིད་ཀྱི  ཆོས་ཀྱི  སྐུ  ཉིད 
 དེ ་ལ 	བསྟན་ཏོ 	།_། 				དེ	་ལ 	མཉམ་པ 	མེད་པ་ནི 	གློ་བུར་གྱི 	དྲི་མ 	bstod tshogs ka_.txt	བསྟན་ཏོ  །_།     དེ ་ལ  མཉམ་པ  མེད་པ་ནི  གློ་བུར་གྱི  དྲི་མ 
འདིས་ནི  དེ ་བཞིན 	-ས 	ན་མཉམ 	མེད་དོ 	།_། 	འདིས་ནི 	དེ	་བཞིན 	ཉིད 	ཕྱིན་ཅི 	མ 	ལོག་པ 	bstod tshogs ka_.txt	-ས  ན་མཉམ  མེད་དོ  །_།  འདིས་ནི  དེ ་བཞིན  ཉིད  ཕྱིན་ཅི  མ  ལོག་པ 
 དེ  །_ 						དེ 	།_ 	དངོས་པོ 	འགའ་ཡང 	སྟོང་པ 	ཉིད་ཀྱི 	bstod tshogs ka_.txt	     དེ  །_  དངོས་པོ  འགའ་ཡང  སྟོང་པ  ཉིད་ཀྱི 
 དེ འི 	རང་བཞིན 	ལས་མི་འདའོ 	།_། 			དེ	འི 	ཕྱིར 	རང་བཞིན 	འདི 	-ས 	bstod tshogs ka_.txt	རང་བཞིན  ལས་མི་འདའོ  །_།    དེ འི  ཕྱིར  རང་བཞིན  འདི  -ས 
།_  དེ  བཞིན 	-ར 	བྱ་བ 	ཡིན་པ 	-འི་ཕྱིར 	།_ 	དེ 	བཞིན 	ཉིད 	རིགས་པ་དང 	མ 	བྲལ་བ་ཡིན་ནོ 	bstod tshogs ka_.txt	-ར  བྱ་བ  ཡིན་པ  -འི་ཕྱིར  །_  དེ  བཞིན  ཉིད  རིགས་པ་དང  མ  བྲལ་བ་ཡིན་ནོ 
།_།  དེ ་ཇི 					།_། 	དེ	་ཇི 	ལྟ 	ཞེ་ན 	།_ 	རིག 	bstod tshogs ka_.txt	    །_།  དེ ་ཇི  ལྟ  ཞེ་ན  །_  རིག 
།_  དེ  འཛིན་པ 	ཉིད 	འཛིན་པ 	-འི 	ཕྱིར་ཏེ 	།_ 	དེ 	འཛིན་པ 	ཉིད་ཀྱི 	ཕྱིར 	ཆོས་ཀྱང་ཡིན་ནོ 	།_། 	bstod tshogs ka_.txt	ཉིད  འཛིན་པ  -འི  ཕྱིར་ཏེ  །_  དེ  འཛིན་པ  ཉིད་ཀྱི  ཕྱིར  ཆོས་ཀྱང་ཡིན་ནོ  །_། 
།_  དེ ་ནི 	གཅིག་ཏུ་ན 	མཆོག 	ཆོས་ཀྱི 	མཆོག་སྟེ 	།_ 	དེ	་ནི 	རྣམ་པ 	-ར 	བསྒོམས་ན 	སྒྲིབ་པ 	bstod tshogs ka_.txt	གཅིག་ཏུ་ན  མཆོག  ཆོས་ཀྱི  མཆོག་སྟེ  །_  དེ ་ནི  རྣམ་པ  -ར  བསྒོམས་ན  སྒྲིབ་པ 
ཕྱིར  དེ ་བཞིན 	-འང 	ཁྱབ་ན 	།_ 	ཅིའི 	ཕྱིར 	དེ	་བཞིན 	གཤེགས་པ 	རྣམས 	ཁོ་ན 	-འི 	bstod tshogs ka_.txt	-འང  ཁྱབ་ན  །_  ཅིའི  ཕྱིར  དེ ་བཞིན  གཤེགས་པ  རྣམས  ཁོ་ན  -འི 
ཉིད་ཀྱིས  དེ ་དག་གི 	ཤིན་ཏུ 	རྣམ་པ 	-ར 	དག་པ 	ཉིད་ཀྱིས 	དེ	་དག་གི 	རྒྱུད 	ཁོ་ན་ལ 	གསལ་བ 	-འི 	bstod tshogs ka_.txt	ཤིན་ཏུ  རྣམ་པ  -ར  དག་པ  ཉིད་ཀྱིས  དེ ་དག་གི  རྒྱུད  ཁོ་ན་ལ  གསལ་བ  -འི 
ཡོད་པ  དེ ་དག་ནི 	-འི 	བདག་ཉིད 	ངོ་བོ 	ཉིད 	ཡོད་པ 	དེ	་དག་ནི 	ཐུགས་རྗེ 	-འི 	བདག་ཉིད 	ཅན་ཏེ 	bstod tshogs ka_.txt	-འི  བདག་ཉིད  ངོ་བོ  ཉིད  ཡོད་པ  དེ ་དག་ནི  ཐུགས་རྗེ  -འི  བདག་ཉིད  ཅན་ཏེ 
།_  དེ  དག་གི་དེ་ནི 					།_ 	དེ 	དག་གི་དེ་ནི 	བསྐལ་བ་གྲངས 	མེད་པ 	མི 	ཉུང་བ 	bstod tshogs ka_.txt	    །_  དེ  དག་གི་དེ་ནི  བསྐལ་བ་གྲངས  མེད་པ  མི  ཉུང་བ 
 དེ  སེལ་ཅིང 						དེ 	སེལ་ཅིང 	འདོར་བ 	-འི 	ངང་ཚུལ 	ཡོད་པ 	bstod tshogs ka_.txt	     དེ  སེལ་ཅིང  འདོར་བ  -འི  ངང་ཚུལ  ཡོད་པ 
 དེ  དག་གིས 	དེ་དག་ལ 	དེ་སྐད་ཅེས 	བྱ་སྟེ 	།_ 		དེ 	དག་གིས 	བསྟན་པ 	-འི 	བསྒོམས་པ 	-ས 	bstod tshogs ka_.txt	དེ་དག་ལ  དེ་སྐད་ཅེས  བྱ་སྟེ  །_   དེ  དག་གིས  བསྟན་པ  -འི  བསྒོམས་པ  -ས 
མཐའ་མེད་པ  དེ ་དག་ནི 	གང་དག 	ཡིན་པ 	ཀུན་ལ 	མཉམ་པ་དང 	མཐའ་མེད་པ 	དེ	་དག་ནི 	མཉམ 	མཐའ་མེད་པའོ 	།_། 	དངོས 	bstod tshogs ka_.txt	གང་དག  ཡིན་པ  ཀུན་ལ  མཉམ་པ་དང  མཐའ་མེད་པ  དེ ་དག་ནི  མཉམ  མཐའ་མེད་པའོ  །_།  དངོས 
 དེ  སྩོལ་བ 						དེ 	སྩོལ་བ 	-འི 	ངང་ཚུལ 	ཡོད་པ་ཞེས 	ཚིག 	bstod tshogs ka_.txt	     དེ  སྩོལ་བ  -འི  ངང་ཚུལ  ཡོད་པ་ཞེས  ཚིག 
།_།  དེ  བཞིན 	འགྲོ་བ་ལ་ཞེས 	བྱ་བ 	-ར 	སྦྱར་རོ 	།_། 	དེ 	བཞིན 	གཤེགས་པ 	-འི 	ཡོན་ཏན 	དཔེ་མེད་ཅིང་སོ 	bstod tshogs ka_.txt	འགྲོ་བ་ལ་ཞེས  བྱ་བ  -ར  སྦྱར་རོ  །_།  དེ  བཞིན  གཤེགས་པ  -འི  ཡོན་ཏན  དཔེ་མེད་ཅིང་སོ 
 དེ ་དག 	སོར་ཚད 	མེད་པ 	གང་དག 	ཡིན་པ 		དེ	་དག 	སྩོལ་བ་ཞེས 	བྱ་བ 	-འི 	ཐ་ཚིག་སྟེ 	bstod tshogs ka_.txt	སོར་ཚད  མེད་པ  གང་དག  ཡིན་པ   དེ ་དག  སྩོལ་བ་ཞེས  བྱ་བ  -འི  ཐ་ཚིག་སྟེ 
།_  དེ  དག་གིས 					།_ 	དེ 	དག་གིས 	བསྟན་པ་ལ 	ནན་ཏན 	བྱས་པ 	-ས 	bstod tshogs ka_.txt	    །_  དེ  དག་གིས  བསྟན་པ་ལ  ནན་ཏན  བྱས་པ  -ས 
 དེ ་བ 						དེ	་བ 	-ར 	གཤེགས་པ 	-འི 	གོ་འཕང 	bstod tshogs ka_.txt	     དེ ་བ  -ར  གཤེགས་པ  -འི  གོ་འཕང 
 དེ  ཉིད་ཀྱི 	ཐོབ་པ 	-འི 	ཕྱིར་རོ 	།_། 		དེ 	ཉིད་ཀྱི 	ཕྱིར 	ཁ་ཅིག་ནི 	།_ 	ཡོན་ཏན 	bstod tshogs ka_.txt	ཐོབ་པ  -འི  ཕྱིར་རོ  །_།   དེ  ཉིད་ཀྱི  ཕྱིར  ཁ་ཅིག་ནི  །_  ཡོན་ཏན 
 དེ  །_ 						དེ 	།_ 	མངོན 	པར 	མཐོ་བ 	-འི 	bstod tshogs ka_.txt	     དེ  །_  མངོན  པར  མཐོ་བ  -འི 
ཆོས  དེ ་ལྟ 	པར 	རིག་པ་ལ 	སོགས་པ 	-འི 	ཆོས 	དེ	་ལྟ 	བུ 	མངའ་བ 	དེ་དག་ལ 	དེ་སྐད་ཅེས་བྱའོ 	bstod tshogs ka_.txt	པར  རིག་པ་ལ  སོགས་པ  -འི  ཆོས  དེ ་ལྟ  བུ  མངའ་བ  དེ་དག་ལ  དེ་སྐད་ཅེས་བྱའོ 
།_།  དེ ་ལ 					།_། 	དེ	་ལ 	དྲི་མ 	མེད་པ་ནི 	རྣམ་པ 	ཐམས་ཅད 	bstod tshogs ka_.txt	    །_།  དེ ་ལ  དྲི་མ  མེད་པ་ནི  རྣམ་པ  ཐམས་ཅད 
།_  དེ  དག་ནི 	གང་དག་ལ 	ཡུལ 	མཆོག་རབ 	ཡོད་པ་སྟེ 	།_ 	དེ 	དག་ནི 	དེ་རང 	རིག་པ 	-འི 	ངོ་བོ་ཡིན་ནོ 	bstod tshogs ka_.txt	གང་དག་ལ  ཡུལ  མཆོག་རབ  ཡོད་པ་སྟེ  །_  དེ  དག་ནི  དེ་རང  རིག་པ  -འི  ངོ་བོ་ཡིན་ནོ 
མདོ་ནི  དེ ་ལྟ 	ཟེར་ཏེ 	།_ 	འདིར 	ཚིག་གི 	མདོ་ནི 	དེ	་ལྟ 	བུ 	-འི 	བདེ་བ 	-ར 	bstod tshogs ka_.txt	ཟེར་ཏེ  །_  འདིར  ཚིག་གི  མདོ་ནི  དེ ་ལྟ  བུ  -འི  བདེ་བ  -ར 
 དེ  ཁོ་ན་ཉིད 						དེ 	ཁོ་ན་ཉིད 	ཐམས་ཅད 	རྫོགས་པ 	ཉིད་དུ 	བསྟན་ཏོ 	bstod tshogs ka_.txt	     དེ  ཁོ་ན་ཉིད  ཐམས་ཅད  རྫོགས་པ  ཉིད་དུ  བསྟན་ཏོ 
།_།  དེ ་ལ 	ཡོངས་སུ 	སྤང་བ 	-འི 	ཆེད་ཡིན་ནོ 	།_། 	དེ	་ལ 	ཀླན་ཀ 	ངན་པ་ནི 	འདི་ཡིན་ཏེ 	།_ 	bstod tshogs ka_.txt	ཡོངས་སུ  སྤང་བ  -འི  ཆེད་ཡིན་ནོ  །_།  དེ ་ལ  ཀླན་ཀ  ངན་པ་ནི  འདི་ཡིན་ཏེ  །_ 
-ས  དེ ་ཉིད་ཀྱིས 	དག་པ 	ཚད 	མེད་པ 	ཡོད་པ 	-ས 	དེ	་ཉིད་ཀྱིས 	འདི་དག་གི 	དཔེ 	-ར 	བྱས་ཏེ 	bstod tshogs ka_.txt	དག་པ  ཚད  མེད་པ  ཡོད་པ  -ས  དེ ་ཉིད་ཀྱིས  འདི་དག་གི  དཔེ  -ར  བྱས་ཏེ 
 དེ ་བཞིན 	།_ 	ཇི 	སྐད་དུ 			དེ	་བཞིན 	གཤེགས་པ 	-འི 	གསང་བ 	-འི 	bstod tshogs ka_.txt	།_  ཇི  སྐད་དུ    དེ ་བཞིན  གཤེགས་པ  -འི  གསང་བ  -འི 
།_།  དེ  དག 	།_། 	དཔེར 	བྱེད་པ་ནི 	ཇི་སྙེད་པ 	།_། 	དེ 	དག 	སངས་རྒྱས 	འཚམ 	མིན་པས 	།_། 	bstod tshogs ka_.txt	།_།  དཔེར  བྱེད་པ་ནི  ཇི་སྙེད་པ  །_།  དེ  དག  སངས་རྒྱས  འཚམ  མིན་པས  །_། 
།_།  དེ ་ལ 	འདྲེན་ལ 	སྐུར་པ 	འདེབས་པ 	-ར་ཟད 	།_། 	དེ	་ལ 	གཅིག་པུ 	དཔེ 	-ར 	གྱུར་པ 	bstod tshogs ka_.txt	འདྲེན་ལ  སྐུར་པ  འདེབས་པ  -ར་ཟད  །_།  དེ ་ལ  གཅིག་པུ  དཔེ  -ར  གྱུར་པ 
།_།  དེ  ལ་ཚད་ནི་གང 	མཁའ 	-འི 	ཁམས་སུ 	བསྟན་པ་སྟེ 	།_། 	དེ 	ལ་ཚད་ནི་གང 	ན 	-འང་མེད 	།_། 	ནམ 	bstod tshogs ka_.txt	མཁའ  -འི  ཁམས་སུ  བསྟན་པ་སྟེ  །_།  དེ  ལ་ཚད་ནི་གང  ན  -འང་མེད  །_།  ནམ 
འདི་ཡང  དེ ་ཙམ 	ཤེས 	རྣམ་གྲོལ 	ཡེ་ཤེས་གཟིགས 	།_། 	འདི་ཡང 	དེ	་ཙམ 	ཁོ་ན 	-ར་བཤད 	།_། 	ཅེས 	bstod tshogs ka_.txt	ཤེས  རྣམ་གྲོལ  ཡེ་ཤེས་གཟིགས  །_།  འདི་ཡང  དེ ་ཙམ  ཁོ་ན  -ར་བཤད  །_།  ཅེས 
 དེ  བས་ན 	གསུངས་པ 	ལྟ་བུ་ཡིན་ནོ 	།_། 			དེ 	བས་ན 	དཔེ་མེད་པ 	ཉིད 	མི 	འགྲུབ་པོ 	bstod tshogs ka_.txt	གསུངས་པ  ལྟ་བུ་ཡིན་ནོ  །_།    དེ  བས་ན  དཔེ་མེད་པ  ཉིད  མི  འགྲུབ་པོ 
 དེ འི་ཕྱིར 	ཞེ་ན 	།_ 				དེ	འི་ཕྱིར 	།_ 	མཉམ་པ 	-འི 	དཔེ 	bstod tshogs ka_.txt	ཞེ་ན  །_     དེ འི་ཕྱིར  །_  མཉམ་པ  -འི  དཔེ 
 དེ  །_། 						དེ 	།_། 	ཞེས 	བྱ་བ་ལ 	སོགས་པ 	འདི 	bstod tshogs ka_.txt	     དེ  །_།  ཞེས  བྱ་བ་ལ  སོགས་པ  འདི 
 དེ  དཔེ 						དེ 	དཔེ 	ཉིད་དུ 	བརྗོད་པ 	-ར 	འདོད་ན་ཡང 	bstod tshogs ka_.txt	     དེ  དཔེ  ཉིད་དུ  བརྗོད་པ  -ར  འདོད་ན་ཡང 
ཡིན་པ  དེ ་དག་ནི 	དག 	མཉམ་པ 	-ས 	དཔེ 	ཡིན་པ 	དེ	་དག་ནི 	མཉམ་པ 	-འི་དཔེའོ 	།_། 	དེ 	bstod tshogs ka_.txt	དག  མཉམ་པ  -ས  དཔེ  ཡིན་པ  དེ ་དག་ནི  མཉམ་པ  -འི་དཔེའོ  །_།  དེ 
རེ་ཞིག  དེ ་ཡང 	-འི 	དཔེ 	ཉིད་དོ 	།_། 	རེ་ཞིག 	དེ	་ཡང 	མེད་ན 	ལྷག་པ 	-འི 	དཔེ 	bstod tshogs ka_.txt	-འི  དཔེ  ཉིད་དོ  །_།  རེ་ཞིག  དེ ་ཡང  མེད་ན  ལྷག་པ  -འི  དཔེ 
།_།  དེ འི 	།_ 	ཡོན་ཏན་གྱི 	ཤས་ནི 	ཤས་ཆུང་ངོ 	།_། 	དེ	འི 	ཕྲ་མོ་ནི 	ཤིན་ཏུ 	ཕྲ་བ 	-འི་ཆའོ 	bstod tshogs ka_.txt	།_  ཡོན་ཏན་གྱི  ཤས་ནི  ཤས་ཆུང་ངོ  །_།  དེ འི  ཕྲ་མོ་ནི  ཤིན་ཏུ  ཕྲ་བ  -འི་ཆའོ 
།_།  དེ འི 					།_། 	དེ	འི 	ཡང་ཆ་ནི་གང 	ཕན་ཆད 	བློ 	-ས་ཀྱང 	bstod tshogs ka_.txt	    །_།  དེ འི  ཡང་ཆ་ནི་གང  ཕན་ཆད  བློ  -ས་ཀྱང 
།_།  དེ འི 	ཡོན་ཏན 	གང་ཡང 	རུང་བ 	འགའ་ཞིག་གོ 	།_། 	དེ	འི 	ཕྲ་མོ་ནི་དེ 	རྩོམ་པ 	-ར 	བྱེད་པ 	bstod tshogs ka_.txt	ཡོན་ཏན  གང་ཡང  རུང་བ  འགའ་ཞིག་གོ  །_།  དེ འི  ཕྲ་མོ་ནི་དེ  རྩོམ་པ  -ར  བྱེད་པ 
།_།  དེ འི 	-ས 	བསྡུས་པ 	-འི 	ཡོན་ཏན་ནོ 	།_། 	དེ	འི 	ཆ་ནི 	མོས་པ 	-ས 	སྤྱོད་པ 	bstod tshogs ka_.txt	-ས  བསྡུས་པ  -འི  ཡོན་ཏན་ནོ  །_།  དེ འི  ཆ་ནི  མོས་པ  -ས  སྤྱོད་པ 
 དེ ་དང་ཡང 						དེ	་དང་ཡང 	མཚུངས་པ 	མ་ཡིན་ཞིང 	འདྲ་བ 	མ་ཡིན་ཏེ 	bstod tshogs ka_.txt	     དེ ་དང་ཡང  མཚུངས་པ  མ་ཡིན་ཞིང  འདྲ་བ  མ་ཡིན་ཏེ 
 དེ ་དང་ཡང 						དེ	་དང་ཡང 	ནམ་མཁའ 	མཚུངས་པ 	མ་ཡིན 	ཞེ་ན 	bstod tshogs ka_.txt	     དེ ་དང་ཡང  ནམ་མཁའ  མཚུངས་པ  མ་ཡིན  ཞེ་ན 
།_།  དེ ་ལ 	སེམས 	ཅན་གྱི 	ཁམས་ནི 	ཚོགས་སོ 	།_། 	དེ	་ལ 	མཆོག་གི 	གྲུབ་པ 	སྩོལ་བ་སྟེ 	།_ 	bstod tshogs ka_.txt	སེམས  ཅན་གྱི  ཁམས་ནི  ཚོགས་སོ  །_།  དེ ་ལ  མཆོག་གི  གྲུབ་པ  སྩོལ་བ་སྟེ  །_ 
།_།  དེ  དག་གི 	ཡན་ལག་ལ 	སོགས་པ 	-འི 	ཡོན་ཏན་ནོ 	།_། 	དེ 	དག་གི 	གྲུབ་པ་ནི 	ཡོངས་སུ 	གྲུབ་པ་སྟེ 	།_ 	bstod tshogs ka_.txt	ཡན་ལག་ལ  སོགས་པ  -འི  ཡོན་ཏན་ནོ  །_།  དེ  དག་གི  གྲུབ་པ་ནི  ཡོངས་སུ  གྲུབ་པ་སྟེ  །_ 
 དེ  སྐལ་བ་ཇི 						དེ 	སྐལ་བ་ཇི 	ལྟ་བ 	བཞིན་དུ 	སྩོལ་བ 	-འི 	bstod tshogs ka_.txt	     དེ  སྐལ་བ་ཇི  ལྟ་བ  བཞིན་དུ  སྩོལ་བ  -འི 
 དེ ་སྐད་ཅེས་བྱའོ 	ངང་ཚུལ 	ཡོད་པ 	དེ་དག་ལ 			དེ	་སྐད་ཅེས་བྱའོ 	།_། 	སངས 	རྒྱས 	ཐམས་ཅད 	bstod tshogs ka_.txt	ངང་ཚུལ  ཡོད་པ  དེ་དག་ལ    དེ ་སྐད་ཅེས་བྱའོ  །_།  སངས  རྒྱས  ཐམས་ཅད 
།_  དེ ་ལ 	སྒྲུབ་པ 	།_། 	ཞེས 	འབྱུང་སྟེ 	།_ 	དེ	་ལ 	དན་ནི 	གང་དག་ལ 	སེམས་ཅན་གྱི 	ཁམས་ལ 	bstod tshogs ka_.txt	སྒྲུབ་པ  །_།  ཞེས  འབྱུང་སྟེ  །_  དེ ་ལ  དན་ནི  གང་དག་ལ  སེམས་ཅན་གྱི  ཁམས་ལ 
 དེ  སྒྲུབ་པ 						དེ 	སྒྲུབ་པ 	-འི 	ངང་ཚུལ 	ཡོད་པ་ཞེས 	བྱ་བ་ཡིན་ནོ 	bstod tshogs ka_.txt	     དེ  སྒྲུབ་པ  -འི  ངང་ཚུལ  ཡོད་པ་ཞེས  བྱ་བ་ཡིན་ནོ 
 དེ ་ལྟ 	།_། 	ཅིའི 	ཕྱིར 	དེ་དག 		དེ	་ལྟ 	བུ་ཡིན 	ཞེ་ན 	།_ 	འདི 	bstod tshogs ka_.txt	།_།  ཅིའི  ཕྱིར  དེ་དག   དེ ་ལྟ  བུ་ཡིན  ཞེ་ན  །_  འདི 
ལྟར  དེ ་དག་ནི 					ལྟར 	དེ	་དག་ནི 	དངོས་གྲུབ 	མཉམ་དང 	མཐའ་མེད་པ 	ཅན་ཡིན་ནོ 	bstod tshogs ka_.txt	    ལྟར  དེ ་དག་ནི  དངོས་གྲུབ  མཉམ་དང  མཐའ་མེད་པ  ཅན་ཡིན་ནོ 
།_།  དེ  དག་ལ 					།_། 	དེ 	དག་ལ 	རང་གི 	ཡོན་ཏན 	ཡོངས་སུ 	གྲུབ་པ 	bstod tshogs ka_.txt	    །_།  དེ  དག་ལ  རང་གི  ཡོན་ཏན  ཡོངས་སུ  གྲུབ་པ 
།_།  དེ འི 	-ར 	སྒྲུབ་པ 	-ར 	མཛད་དོ 	།_། 	དེ	འི 	ཕྱིར 	དེ་དག་ནི 	དཔེ 	བྲལ་ཡིན་ནོ 	bstod tshogs ka_.txt	-ར  སྒྲུབ་པ  -ར  མཛད་དོ  །_།  དེ འི  ཕྱིར  དེ་དག་ནི  དཔེ  བྲལ་ཡིན་ནོ 
།_།  དེ ་ནི 					།_། 	དེ	་ནི 	དཔེ 	-ས 	མཚོན་པ 	-ར 	bstod tshogs ka_.txt	    །_།  དེ ་ནི  དཔེ  -ས  མཚོན་པ  -ར 
 དེ ་ལ 						དེ	་ལ 	ཡོད་པ 	-འི 	ཡོན་ཏན 	བརྗོད་པ 	bstod tshogs ka_.txt	     དེ ་ལ  ཡོད་པ  -འི  ཡོན་ཏན  བརྗོད་པ 
 དེ  དཔེ་ཡིན 						དེ 	དཔེ་ཡིན 	།_། 	ཞེས 	བཤད་པ 	ལྟ་བུའོ 	bstod tshogs ka_.txt	     དེ  དཔེ་ཡིན  །_།  ཞེས  བཤད་པ  ལྟ་བུའོ 
གྱུར་ན  དེ ་དག་གི 	ཡོན་ཏན་ནི 	གལ་ཏེ 	ཆ་ཤས 	དང་བཅས་པ་ཞིག་ཏུ 	གྱུར་ན 	དེ	་དག་གི 	ཆ་ཤས་དང 	ཆ་ཤས་ཀྱིས་ཀྱང 	རྟག་ཏུ 	སེམས་ཅན་གྱི 	bstod tshogs ka_.txt	ཡོན་ཏན་ནི  གལ་ཏེ  ཆ་ཤས  དང་བཅས་པ་ཞིག་ཏུ  གྱུར་ན  དེ ་དག་གི  ཆ་ཤས་དང  ཆ་ཤས་ཀྱིས་ཀྱང  རྟག་ཏུ  སེམས་ཅན་གྱི 
འགྱུར་བ  དེ ་ལྟ 	བཅོམ་ལྡན 	འདས་ཀྱི 	དཔེ 	-ར 	འགྱུར་བ 	དེ	་ལྟ 	བུ 	-འི 	ཆོས་ཅན 	མ་ཡིན་གྱི 	bstod tshogs ka_.txt	བཅོམ་ལྡན  འདས་ཀྱི  དཔེ  -ར  འགྱུར་བ  དེ ་ལྟ  བུ  -འི  ཆོས་ཅན  མ་ཡིན་གྱི 
།_  དེ ་ལ 	ཙམ་ཞིག་ཏུ 	མཚུངས་པ་ལ 	དགོངས་ནས 	མདོ་ལས 	།_ 	དེ	་ལ 	གཅིག་པུ 	དཔེ 	-ར 	གྱུར་པ 	bstod tshogs ka_.txt	ཙམ་ཞིག་ཏུ  མཚུངས་པ་ལ  དགོངས་ནས  མདོ་ལས  །_  དེ ་ལ  གཅིག་པུ  དཔེ  -ར  གྱུར་པ 
